gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name,cancer
69642,TTC21B,60732,KRAS,COAD
71259,FAM41C,60732,KRAS,COAD
71532,OR2B11,60732,KRAS,COAD
71977,METAP2,60732,KRAS,COAD
73142,TRIM44,60732,KRAS,COAD
73372,CHEK1,86177,MTOR,COAD
73372,CHEK1,11354,UBC,COAD
75193,LCE5A,60732,KRAS,COAD
76109,OSBPL9,60732,KRAS,COAD
81580,PPWD1,60732,KRAS,COAD
82839,RPL35,60732,KRAS,COAD
83464,KCTD12,60732,KRAS,COAD
85430,NUP98,60732,KRAS,COAD
86177,MTOR,11354,UBC,COAD
86746,FAM71E1,60732,KRAS,COAD
88494,OR4E2,60732,KRAS,COAD
88637,PHF7,60732,KRAS,COAD
88771,THOC1,60732,KRAS,COAD
95800,FBXO28,60732,KRAS,COAD
