a	b
37244.0	1835
4478.0	1836
70018.0	1837
4482.0	1838
53638.0	1839
20876.0	1840
53646.0	1841
37263.0	1842
20884.0	1843
70038.0	1844
37271.0	1845
70040.0	1846
4505.0	1847
70041.0	1848
37275.0	1849
4502.0	1850
20894.0	1851
37279.0	1852
70048.0	1853
86441.0	1854
70058.0	1855
4526.0	1856
86449.0	1857
53681.0	1858
4532.0	1859
37300.0	1860
53685.0	1861
4536.0	1862
86456.0	1863
20921.0	1864
37307.0	1865
70076.0	1866
86458.0	1867
20926.0	1868
4546.0	1869
86470.0	1870
70093.0	1871
20944.0	1872
70096.0	1873
86483.0	1874
53719.0	1875
4568.0	1876
20955.0	1877
20956.0	1878
