gene1,gene2,class,cancer
KRAS,PPAPDC1A,0,COAD
BLM,IL1RAPL2,0,COAD
INSIG1,KRAS,0,COAD
KRAS,TMEM60,0,COAD
PTEN,UQCR10,0,COAD
AURKC,MUS81,0,COAD
PTEN,SNRPN,0,COAD
BZW2,PTTG1,0,COAD
KRT78,PTEN,0,COAD
MUS81,PRSS35,0,COAD
BLM,DIAPH3,0,COAD
KRAS,RPL38,0,COAD
JAZF1,MUS81,0,COAD
GRID2,PTEN,0,COAD
PTTG1,SNX4,0,COAD
NLK,PTTG1,0,COAD
GPR3,PTTG1,0,COAD
BRD8,MTA2,0,COAD
CALM2,KRAS,0,COAD
MUS81,NFU1,0,COAD
MUS81,PGP,0,COAD
BLM,SHB,0,COAD
ACTR5,DMAP1,0,COAD
JMJD8,SETD2,0,COAD
EIF3M,MUS81,0,COAD
ABCB9,BLM,0,COAD
CEL,MUS81,0,COAD
KRAS,SNORA52,0,COAD
KRAS,SLC1A7,0,COAD
KIAA1549,PTEN,0,COAD
KRAS,RPS18,0,COAD
HMGCS1,MUS81,0,COAD
MUS81,RBM3,0,COAD
C20orf12,KRAS,0,COAD
ADAMTS13,PTTG1,0,COAD
KRAS,SOX8,0,COAD
PTEN,SH3BP5L,1,COAD
KRAS,SHD,0,COAD
PTTG1,TMEM187,0,COAD
AEBP1,MUS81,0,COAD
MUS81,RAB18,0,COAD
GNB5,PTEN,0,COAD
PTEN,RGSL1,0,COAD
PTTG1,RAP1GAP,0,COAD
CCDC110,PTTG1,0,COAD
MCHR2,MUS81,0,COAD
KCNA4,KRAS,0,COAD
BTG4,PTTG1,0,COAD
KLHL26,KRAS,0,COAD
DMAP1,ING3,0,COAD
BLM,SEMA6B,0,COAD
FAM50A,MUS81,0,COAD
CYP2C9,PTEN,0,COAD
RUVBL1,SETDB2,0,COAD
KRAS,XRRA1,0,COAD
MAML3,PTEN,0,COAD
KRAS,RBM23,0,COAD
BLM,LRRTM1,0,COAD
EVI2A,KRAS,0,COAD
LEF1,PTTG1,0,COAD
DNASE1,PTTG1,0,COAD
BLM,ZNF117,0,COAD
PTTG1,SPATA16,0,COAD
SETD1A,SETD2,0,COAD
ENPP7,PTTG1,0,COAD
BLM,EAF2,0,COAD
PTTG1,SLFN13,0,COAD
MAGEB2,PTTG1,0,COAD
BLM,RFTN2,0,COAD
ATP5D,PTTG1,0,COAD
KRAS,LRRC55,0,COAD
MUS81,PRTFDC1,0,COAD
MUC2,MUS81,0,COAD
FSHR,MUS81,0,COAD
NAP1L4,SP140L,0,COAD
LYG1,PTEN,0,COAD
ITIH3,PTEN,0,COAD
ADH1B,BLM,0,COAD
DIS3L2,PTEN,0,COAD
GPR126,MUS81,0,COAD
BLM,CARM1,0,COAD
KRAS,USP50,0,COAD
BLM,LDB1,0,COAD
CLEC4E,PTEN,0,COAD
KRAS,XIST,0,COAD
BLM,SERTAD1,0,COAD
BLM,MSI2,0,COAD
EBPL,MUS81,0,COAD
KRAS,TNFRSF10D,0,COAD
EIF2C4,PTEN,0,COAD
MUS81,OR2D2,0,COAD
BLM,SRPK3,0,COAD
ABCB11,BLM,0,COAD
DENND1A,PTEN,0,COAD
CRTC3,KRAS,0,COAD
GMPR,PTEN,0,COAD
FUT10,MUS81,0,COAD
MUS81,MXRA8,0,COAD
KRAS,ZFP161,0,COAD
CTSG,MUS81,0,COAD
DMAP1,MECOM,0,COAD
KRAS,PLXNA4,0,COAD
KRAS,SLC30A9,0,COAD
EDA,KRAS,0,COAD
COX7B,MUS81,0,COAD
C2CD4B,KRAS,0,COAD
PTEN,TBCCD1,0,COAD
PTEN,RASGEF1A,0,COAD
KRAS,ZNF718,0,COAD
OR2T12,PTEN,0,COAD
PTEN,SULT4A1,0,COAD
FOXP4,MUS81,0,COAD
DNAJC6,KRAS,0,COAD
OR56A1,PTTG1,0,COAD
PTTG1,RWDD2B,0,COAD
KRAS,TBRG1,0,COAD
BLM,CTNNBL1,0,COAD
MUS81,NRG2,0,COAD
MAFA,PTTG1,0,COAD
BLM,C17orf80,0,COAD
MUS81,RNF13,0,COAD
BLM,KIF22,0,COAD
C14orf105,PTTG1,0,COAD
SETD2,SUV420H1,0,COAD
KCNS3,KRAS,0,COAD
KNOP1,KRAS,0,COAD
ABCD2,BLM,0,COAD
KRAS,LRRC66,0,COAD
ABCC11,PTTG1,0,COAD
PTTG1,STK11IP,0,COAD
BLM,HSF2BP,0,COAD
IL17D,PTEN,0,COAD
ACTL6A,CHAF1A,0,COAD
BLM,HS1BP3,0,COAD
KRAS,LRP3,0,COAD
NEK10,PTEN,0,COAD
KRAS,PAH,0,COAD
MLN,PTEN,0,COAD
C4orf6,KRAS,0,COAD
BLM,TTYH3,0,COAD
KRAS,UNC45A,0,COAD
PTTG1,TSGA14,0,COAD
PLEKHA1,PTTG1,0,COAD
KRAS,PDE6B,0,COAD
CD97,PTTG1,0,COAD
CTNND1,KRAS,0,COAD
BAI1,PTEN,0,COAD
IL1RAP,MUS81,0,COAD
BLM,C12orf45,0,COAD
CHCHD7,KRAS,0,COAD
CSTF2T,KRAS,0,COAD
ACTR5,PHF11,0,COAD
BLM,HSF1,0,COAD
KRAS,SSX3,0,COAD
DERL1,PTEN,0,COAD
MUS81,PLK4,0,COAD
IL22,PTEN,0,COAD
PTEN,TTK,0,COAD
PTTG1,RIPK3,0,COAD
DENND1C,KRAS,0,COAD
KRAS,LRRC36,0,COAD
CDYL,KDM1A,0,COAD
FOXP3,PTEN,0,COAD
KRAS,TAGAP,0,COAD
ITPR2,KRAS,0,COAD
KRAS,PDE7B,0,COAD
C6orf25,KRAS,0,COAD
CLDN10,MUS81,0,COAD
BLM,MYO7A,0,COAD
KRAS,ZFYVE1,0,COAD
BLM,ORM1,0,COAD
ILDR1,PTTG1,0,COAD
DPF2,MECP2,0,COAD
HIST2H2BE,MUS81,0,COAD
PTEN,ZBTB45,0,COAD
HIST3H2A,KRAS,0,COAD
CDKL4,PTTG1,0,COAD
KRAS,PACS2,0,COAD
EIF4H,KRAS,0,COAD
MUS81,NEK3,0,COAD
APOL3,PTTG1,0,COAD
MTHFD2L,PTEN,0,COAD
MUS81,SLC7A14,0,COAD
BLM,VDAC3,0,COAD
C4orf26,KRAS,0,COAD
KRAS,SEC61A1,0,COAD
INTS6,PTTG1,0,COAD
ELOVL2,PTTG1,0,COAD
FBN1,PTTG1,0,COAD
ERP27,PTTG1,0,COAD
KRAS,PRAMEF8,0,COAD
TRIM24,ZGPAT,0,COAD
CCNJ,PTEN,0,COAD
EFHC1,PTTG1,0,COAD
PTTG1,S1PR3,0,COAD
ATP6AP2,MUS81,0,COAD
PTTG1,SLC1A2,0,COAD
DSCR6,PTEN,0,COAD
AMTN,PTTG1,0,COAD
C8orf38,KRAS,0,COAD
PTEN,SLC26A11,0,COAD
BLM,EFCAB3,0,COAD
ETV5,PTTG1,0,COAD
GLIPR1L2,KRAS,0,COAD
FOXI3,PTEN,0,COAD
KRAS,ZNF804A,0,COAD
FAT2,KRAS,0,COAD
IFFO1,KRAS,0,COAD
MUS81,TXNL4B,0,COAD
BLM,COX7A2L,0,COAD
FAM159A,MUS81,0,COAD
BLM,RFXAP,0,COAD
KRAS,LRRC1,0,COAD
PTTG1,TPM2,0,COAD
KRAS,ZNF821,0,COAD
KRAS,OTOP3,0,COAD
CD207,MUS81,0,COAD
KRAS,SUMO1,0,COAD
KIR3DL3,PTTG1,0,COAD
FUT2,PTEN,0,COAD
COX16,KRAS,0,COAD
MUS81,VTCN1,0,COAD
CD79A,PTTG1,0,COAD
MUS81,SMN1,0,COAD
KRAS,TSPAN14,0,COAD
BLM,ELP4,0,COAD
KRAS,UNC80,0,COAD
PTTG1,SIX6,0,COAD
BLM,ELFN2,0,COAD
BLM,RPS20,0,COAD
MDP1,PTTG1,0,COAD
CEACAM6,PTTG1,0,COAD
EIF2C1,KRAS,0,COAD
MUS81,ROBLD3,0,COAD
KAT5,SNAPC4,0,COAD
MEGF11,MUS81,0,COAD
C2orf89,KRAS,0,COAD
KRAS,PCSK5,0,COAD
LYAR,PTEN,0,COAD
BEST4,PTEN,0,COAD
GJB3,PTEN,0,COAD
KRAS,RCCD1,0,COAD
BLM,RHOT2,0,COAD
KAT5,MBD1,0,COAD
CBX4,MIER1,0,COAD
PTTG1,PYY,0,COAD
KRAS,RPL3,0,COAD
BLM,IFIT2,0,COAD
P2RY10,PTTG1,0,COAD
BLM,UBE2L3,0,COAD
PTTG1,USP21,0,COAD
KRAS,P2RX4,0,COAD
PTTG1,RNASE2,0,COAD
CACNA1E,MUS81,0,COAD
FAM124B,PTTG1,0,COAD
BCAS3,MUS81,0,COAD
PTEN,SIPA1,0,COAD
BLM,HFE,0,COAD
PTTG1,RAB7L1,0,COAD
MUS81,SLC12A5,0,COAD
BLM,WDR34,0,COAD
PTEN,RFTN1,1,COAD
MUS81,TBC1D29,0,COAD
ALPI,MUS81,0,COAD
KRAS,PSMG3,0,COAD
MPHOSPH8,PTTG1,0,COAD
BLM,SLC25A21,0,COAD
BLM,FOXQ1,0,COAD
GPR19,KRAS,0,COAD
KRAS,TRIM48,0,COAD
PTTG1,UPK1B,0,COAD
HEATR5B,PTTG1,0,COAD
MMP10,PTTG1,0,COAD
GJA3,PTEN,0,COAD
HM13,MUS81,0,COAD
MTA2,NAP1L5,0,COAD
BLM,EPHA3,0,COAD
KDELC1,MUS81,0,COAD
C11orf75,PTTG1,0,COAD
KRAS,MSL2,0,COAD
DHRS13,MUS81,0,COAD
KRAS,SYNE2,0,COAD
PTEN,SPAG11B,0,COAD
BLM,GZMA,0,COAD
GJD4,PTEN,0,COAD
BLM,N4BP2L2,0,COAD
GABPB2,PTEN,0,COAD
DUSP1,MUS81,0,COAD
PTTG1,TES,0,COAD
SIN3B,SUV39H1,0,COAD
MUS81,ZNF662,0,COAD
KRAS,NPR1,0,COAD
CLDND1,MUS81,0,COAD
BLM,SAR1A,0,COAD
BTN3A2,PTEN,0,COAD
NUDCD3,PTTG1,0,COAD
PLOD1,PTTG1,0,COAD
LHX6,MUS81,0,COAD
BLM,OPTC,0,COAD
DUSP14,KRAS,0,COAD
BLM,CFDP1,0,COAD
BLM,PRSS27,0,COAD
PTTG1,TAS2R3,0,COAD
PTTG1,UTP15,0,COAD
BLM,PLA2G12B,0,COAD
CPNE1,MUS81,0,COAD
KRAS,RBM10,0,COAD
KRAS,PHYH,0,COAD
MUS81,PPP2R2A,0,COAD
BLM,MED14,0,COAD
CLGN,KRAS,0,COAD
MUS81,PCDHA8,0,COAD
BLM,DPEP1,0,COAD
PTTG1,SYCP2,0,COAD
ARID3C,KAT5,0,COAD
PTEN,RASA2,0,COAD
LENG8,PTEN,0,COAD
CAV2,MUS81,0,COAD
DNAJC10,PTEN,0,COAD
PTTG1,USP39,0,COAD
KRAS,ZNF658,0,COAD
BLM,ZNF497,0,COAD
GREM1,MUS81,0,COAD
BLM,DLEU1,0,COAD
HAPLN3,KRAS,0,COAD
BLM,PLEKHG1,0,COAD
AZIN1,PTEN,0,COAD
H1FOO,PTTG1,0,COAD
CCL3,PTEN,0,COAD
BLM,HBG1,0,COAD
C11orf61,KRAS,0,COAD
PTTG1,SPTY2D1,0,COAD
KRAS,MTCP1NB,0,COAD
KRAS,VWA3A,0,COAD
BLM,FRY,0,COAD
PTTG1,WDR19,0,COAD
BLM,MYL4,0,COAD
HDGFL1,MUS81,0,COAD
PTEN,PTPRJ,0,COAD
PTEN,WDR74,0,COAD
PTEN,XRCC5,0,COAD
BLM,PCDH17,0,COAD
HIST1H1B,KRAS,0,COAD
LILRA2,PTTG1,0,COAD
PTTG1,TUBGCP4,0,COAD
ATOH8,PTEN,0,COAD
KRAS,MAPKAP1,0,COAD
PTTG1,RANBP3,0,COAD
BLM,NDST2,1,COAD
KRAS,POLA2,0,COAD
CSNK2A1,PTEN,0,COAD
KLHDC8A,MUS81,0,COAD
KRAS,SIT1,0,COAD
PNMA2,PTEN,0,COAD
PTTG1,ZNF780B,0,COAD
GALT,MUS81,0,COAD
CASC1,PTEN,0,COAD
NAP1L3,PTTG1,0,COAD
KRAS,PDGFB,0,COAD
CHD8,MUS81,0,COAD
CRK,MUS81,0,COAD
KRAS,SLC17A6,0,COAD
C13orf36,KRAS,0,COAD
BLM,BTG4,0,COAD
PTTG1,WDR5,0,COAD
CHD6,SETD2,0,COAD
SETD8,SETDB2,0,COAD
ACCN1,BLM,0,COAD
APEX1,PTEN,0,COAD
MUS81,SLC22A12,0,COAD
ATP6V1E1,BLM,0,COAD
C14orf70,PTEN,0,COAD
MUS81,WDR81,0,COAD
ACTR6,RUVBL1,0,COAD
BLM,GPSM2,0,COAD
KDELC2,MUS81,0,COAD
KRAS,PRICKLE3,0,COAD
PLEKHM1,PTTG1,0,COAD
NRK,PTEN,0,COAD
PTEN,TAF3,0,COAD
MUS81,SLC30A5,0,COAD
BLM,RPLP0,1,COAD
MAT2B,MUS81,0,COAD
GOLT1B,KRAS,0,COAD
BLM,RAI1,0,COAD
CT45A3,KRAS,0,COAD
MARVELD1,PTEN,0,COAD
FHL2,PTEN,0,COAD
BLM,MXD3,0,COAD
ATF3,PTEN,0,COAD
KRAS,PPM1K,0,COAD
DCAF12L2,KRAS,0,COAD
MUS81,TRIM46,0,COAD
KRAS,SUPT6H,0,COAD
BLM,SEC24B,0,COAD
KIAA0368,KRAS,0,COAD
EFCAB4A,KRAS,0,COAD
KAT5,MBD2,0,COAD
BLM,GJA8,0,COAD
MIXL1,PTEN,0,COAD
ACAD9,MUS81,0,COAD
PTEN,RIC8A,0,COAD
PTEN,SLC37A4,0,COAD
KRAS,SNORD97,0,COAD
HUS1B,KRAS,0,COAD
BLM,PCDH18,0,COAD
PTEN,TBKBP1,0,COAD
CHRNA1,PTEN,0,COAD
C10orf71,KRAS,0,COAD
BLM,LCP1,0,COAD
MUS81,PBLD,0,COAD
CHI3L1,KRAS,0,COAD
FCAMR,MUS81,0,COAD
PRKACB,PTTG1,0,COAD
C3orf15,KRAS,0,COAD
CPNE8,PTTG1,0,COAD
BLM,RAB10,0,COAD
KDM3B,RUVBL1,0,COAD
BLM,DBT,0,COAD
MUS81,SCNN1B,0,COAD
KRAS,MSL1,0,COAD
JMJD8,PHF11,0,COAD
B4GALT4,PTTG1,0,COAD
KRAS,SSH2,0,COAD
MAPK8IP2,MUS81,0,COAD
PTEN,THRA,0,COAD
BLM,SULT4A1,0,COAD
BLM,TSTD2,0,COAD
CLDN14,PTTG1,0,COAD
FAM127A,PTTG1,0,COAD
BLM,TRIM23,0,COAD
BLM,FGF18,0,COAD
MUS81,RSPH9,0,COAD
ACVR1B,BLM,0,COAD
BLM,TMED7,0,COAD
OPCML,PTEN,0,COAD
EGR2,KRAS,0,COAD
MUS81,SLC9A3R2,0,COAD
BLM,FGF7,0,COAD
DOCK8,PTTG1,0,COAD
BLM,OPRK1,0,COAD
BLM,ZNF260,0,COAD
PTTG1,TCFL5,0,COAD
GP6,KRAS,0,COAD
BLM,FRMPD1,0,COAD
CDCA2,MUS81,0,COAD
MUS81,NEK7,0,COAD
CEACAM6,KRAS,0,COAD
MUS81,ZFAT,0,COAD
KRAS,SMAD7,0,COAD
DMAP1,TDRD3,0,COAD
CELA3A,KRAS,0,COAD
ASPH,MUS81,0,COAD
HDAC2,HDAC5,0,COAD
NEK3,PTTG1,0,COAD
BLM,SVOP,0,COAD
NAAA,PTEN,0,COAD
HOXA11,PTEN,0,COAD
PER2,PTTG1,0,COAD
PTEN,ZMYND11,0,COAD
GTF3C5,KRAS,0,COAD
PCDH11X,PTTG1,0,COAD
C12orf4,PTTG1,0,COAD
SMNDC1,TRIM24,0,COAD
FOXD1,PTEN,0,COAD
FBXO24,PTTG1,0,COAD
KRAS,PARP15,0,COAD
BLM,FBXO15,0,COAD
PTEN,TAGLN2,0,COAD
CBX4,KDM4A,0,COAD
KRAS,NAP1L5,0,COAD
GZMK,PTTG1,0,COAD
SETD8,TRIM33,0,COAD
C20orf152,PTEN,0,COAD
PTTG1,SENP8,0,COAD
ATXN3,MUS81,0,COAD
DPF2,HDAC8,0,COAD
KCNJ13,KRAS,0,COAD
BLM,S100G,0,COAD
PTTG1,TGM2,0,COAD
KRAS,LAPTM4A,0,COAD
FRRS1,KRAS,0,COAD
PTEN,RNF2,0,COAD
CHAF1A,PRDM5,0,COAD
PTEN,TG,0,COAD
BLM,MYADML,0,COAD
BLM,SEMA3G,0,COAD
CHUK,KRAS,0,COAD
CYP26A1,PTTG1,0,COAD
C5orf20,PTTG1,0,COAD
BLM,EDN3,0,COAD
KRAS,LYPLA1,0,COAD
ACTB,MUS81,0,COAD
INMT,KRAS,0,COAD
KRAS,PPP1R7,0,COAD
AGER,KRAS,0,COAD
KRAS,RNF126P1,0,COAD
MUS81,RTN4R,0,COAD
PTTG1,ZBTB39,0,COAD
PHF11,SP140,0,COAD
GGCT,MUS81,0,COAD
LRBA,PTEN,0,COAD
HIF1AN,PTEN,0,COAD
KRAS,MAP9,0,COAD
KRAS,PTPRJ,0,COAD
JARID2,MUS81,0,COAD
C12orf10,PTTG1,0,COAD
BLM,VIL1,0,COAD
IP6K2,KRAS,0,COAD
PTTG1,STK32C,0,COAD
MUS81,OR2S2,0,COAD
BLM,FHL3,0,COAD
KRAS,LRRC6,0,COAD
PTEN,SOX2,0,COAD
MLF2,PTTG1,0,COAD
MRPS15,PTEN,0,COAD
PTEN,SNAPC5,0,COAD
MLF2,MUS81,0,COAD
MUS81,PNMA2,0,COAD
BLM,ZNF559,0,COAD
MYH1,PTEN,0,COAD
MUS81,PTGES3,0,COAD
BLM,TCERG1L,0,COAD
GTF3C3,PTTG1,0,COAD
KRAS,SCN1B,0,COAD
MUS81,TBC1D17,1,COAD
FLNC,PTTG1,0,COAD
GTSE1,PTEN,0,COAD
BLM,CHD5,0,COAD
LRRC7,MUS81,0,COAD
ATP12A,KRAS,0,COAD
GPR84,KRAS,0,COAD
GNB3,KRAS,0,COAD
PTEN,ZNF536,0,COAD
MUS81,MYO7A,0,COAD
BLM,CTBS,0,COAD
PTEN,WDR44,0,COAD
KRAS,TRPC6,0,COAD
KRAS,ZP3,0,COAD
KRAS,ZNF229,0,COAD
PTTG1,UBL4B,0,COAD
CPNE4,PTEN,0,COAD
BLM,CAPN13,0,COAD
MLL5,PTTG1,0,COAD
PTTG1,SNRPB,0,COAD
BLM,KEL,0,COAD
MGAT3,PTTG1,0,COAD
ANKRD23,KRAS,0,COAD
HDAC10,KAT5,0,COAD
LGALS9,PTEN,0,COAD
KRAS,MRPL44,0,COAD
ITGA5,PTEN,0,COAD
KRAS,TSTD1,0,COAD
MUS81,NLRP14,0,COAD
C19orf28,PTTG1,0,COAD
BLM,TRMT61B,0,COAD
CDYL,PWWP2B,0,COAD
BLM,SCRT2,0,COAD
CRHR1,PTTG1,0,COAD
C17orf108,KRAS,0,COAD
NR1I3,PTEN,0,COAD
FAM134B,MUS81,0,COAD
PTEN,SMC3,0,COAD
KRAS,SULT1E1,0,COAD
IRX3,KRAS,0,COAD
ARL8B,PTTG1,0,COAD
C7orf36,KRAS,0,COAD
BLM,P2RX2,0,COAD
KRAS,SPHK2,0,COAD
PTTG1,TMEM30A,0,COAD
FBLN5,KRAS,0,COAD
BLM,SCARF1,0,COAD
INO80,MECP2,0,COAD
MUS81,PRKACB,0,COAD
KRAS,SHC1,0,COAD
FCRL2,KRAS,0,COAD
ARHGDIG,BLM,0,COAD
AMY1A,PTTG1,0,COAD
SETD1A,SMARCD2,0,COAD
BLM,VWA5A,0,COAD
PTEN,TAL1,0,COAD
KRAS,ZNF616,0,COAD
ACAP1,MUS81,0,COAD
PTTG1,TFF3,0,COAD
ITGAX,MUS81,0,COAD
KRAS,PCDHB2,0,COAD
NEDD9,PTTG1,0,COAD
ABCA7,PTTG1,0,COAD
ALG10,BLM,0,COAD
KIF1B,KRAS,0,COAD
BLM,DDX17,0,COAD
BLM,MFSD11,0,COAD
MSH6,TERF2,0,COAD
PTTG1,PVRL2,0,COAD
KIAA0319L,PTEN,0,COAD
ATF7IP2,KRAS,0,COAD
C11orf75,KRAS,0,COAD
KRAS,LAPTM4B,0,COAD
KCNH1,PTEN,0,COAD
SMARCA1,ZCWPW2,0,COAD
MND1,MUS81,0,COAD
HCG18,KRAS,0,COAD
MAP1B,MUS81,0,COAD
GTF2E1,KRAS,0,COAD
MUS81,SNAPC4,0,COAD
CASP1,PTTG1,0,COAD
BLM,ITGA9,0,COAD
ADAM32,BLM,0,COAD
MUS81,PHLDA1,0,COAD
CDKN2B,PTTG1,0,COAD
CTSA,PTEN,0,COAD
KRAS,TTR,0,COAD
PTEN,RUFY4,0,COAD
BLM,PLK3,0,COAD
KRAS,TTC5,0,COAD
BLM,HDAC6,0,COAD
DMRTA2,PTTG1,0,COAD
ABHD10,BLM,0,COAD
CD8B,PTTG1,0,COAD
DDX49,PTTG1,0,COAD
MUS81,SLC25A29,0,COAD
PTTG1,XKR4,0,COAD
BLM,SPDEF,0,COAD
C10orf128,KRAS,0,COAD
BLM,HMOX1,0,COAD
KRAS,OR52B2,0,COAD
GLB1,MUS81,0,COAD
KRAS,TDP2,0,COAD
PTTG1,TPRA1,0,COAD
KRAS,WDR70,0,COAD
BLM,MYLK2,0,COAD
FAM27B,KRAS,0,COAD
KRAS,TMEM184B,0,COAD
BLM,TBX3,0,COAD
DPF2,RCOR3,0,COAD
MRPL17,PTEN,0,COAD
CRYBB1,MUS81,0,COAD
BLM,SLC14A1,0,COAD
LIN7A,PTTG1,0,COAD
KRAS,ZNF518B,0,COAD
KRAS,METTL7A,0,COAD
PTEN,TMEM121,0,COAD
AMPD2,PTEN,0,COAD
KRAS,MED17,0,COAD
BLM,PRDM10,0,COAD
KRAS,PTGS1,0,COAD
MUS81,SLC35A2,0,COAD
PTEN,VPS41,0,COAD
C18orf19,PTEN,0,COAD
CYP4Z1,KRAS,0,COAD
KRAS,TTC22,0,COAD
PTEN,RNF38,0,COAD
MPP6,PTTG1,0,COAD
DPF2,TSPYL5,0,COAD
KRAS,TRIM16L,0,COAD
KIF17,KRAS,0,COAD
DNAJC10,PTTG1,0,COAD
MUS81,RPL37A,0,COAD
KRAS,ZCCHC8,0,COAD
KRAS,XPNPEP3,0,COAD
BLM,PAK3,0,COAD
KRAS,PUS7,0,COAD
BCMO1,PTEN,0,COAD
PTEN,RPL21,0,COAD
BLM,FABP4,0,COAD
HAMP,MUS81,0,COAD
PTEN,ZNF238,0,COAD
PDE5A,PTTG1,0,COAD
GNAI2,PTTG1,0,COAD
BLM,PPP4R1,0,COAD
PTEN,TMEM66,0,COAD
PPAP2C,PTTG1,0,COAD
PTTG1,SLC5A8,0,COAD
CMTM5,MUS81,0,COAD
PTEN,SNRK,0,COAD
KRT6A,PTEN,0,COAD
MUS81,SLC5A2,0,COAD
PTTG1,ZBTB45,0,COAD
IL17B,PTEN,0,COAD
KRAS,TMEM38B,0,COAD
APOA5,KRAS,0,COAD
PTEN,SOST,0,COAD
BLM,SHPRH,0,COAD
PWWP2B,TRIM24,0,COAD
BLM,TBX4,0,COAD
LATS1,MUS81,0,COAD
CNTN3,KRAS,0,COAD
PTEN,TTC7A,1,COAD
MUS81,NPHP4,0,COAD
CSPG5,PTTG1,0,COAD
PTTG1,TEKT5,0,COAD
IAPP,PTEN,0,COAD
PRSS27,PTEN,0,COAD
EEF1E1,PTTG1,0,COAD
CPNE1,PTEN,0,COAD
PPP1R14B,PTTG1,0,COAD
PTTG1,SGK2,0,COAD
CHAF1A,TADA2B,0,COAD
ATP5A1,PTTG1,0,COAD
KRAS,TCEA1,0,COAD
PTEN,RASSF5,0,COAD
KRAS,LINC00032,0,COAD
MTOR,MUS81,0,COAD
BLM,CBX2,0,COAD
AGPAT4,BLM,0,COAD
BLM,NDUFA6,0,COAD
CXorf66,PTTG1,0,COAD
BLM,LCA5,0,COAD
CMKLR1,PTTG1,0,COAD
C12orf59,PTTG1,0,COAD
KRAS,MRPS2,0,COAD
BLM,HTR2B,0,COAD
ANKRD29,PTEN,0,COAD
BLM,SMG6,0,COAD
DBI,PTTG1,0,COAD
MED13,MUS81,0,COAD
ATM,MUS81,0,COAD
BLM,SEPSECS,0,COAD
C1orf69,PTTG1,0,COAD
GJB7,MUS81,0,COAD
KRAS,RETNLB,0,COAD
PTEN,REXO2,0,COAD
DDX55,PTTG1,0,COAD
MASP2,PTEN,0,COAD
BLM,HPS6,0,COAD
MUS81,PFKFB2,0,COAD
BLM,PTP4A3,0,COAD
KRAS,OR4C11,0,COAD
KIAA1407,PTEN,0,COAD
KRAS,STON1,0,COAD
APLF,PTEN,0,COAD
PCYT1B,PTTG1,0,COAD
PIK3CD,PTTG1,0,COAD
KRAS,MZF1,0,COAD
OLIG2,PTTG1,0,COAD
GOT2,PTTG1,0,COAD
BLM,EVL,0,COAD
DPF2,SMARCAL1,0,COAD
FUBP1,PTTG1,0,COAD
LONRF2,MUS81,0,COAD
BLM,RBM46,0,COAD
MYL3,PTTG1,0,COAD
FOXL2,PTEN,0,COAD
HMG20B,KRAS,0,COAD
BRWD1,RUVBL1,0,COAD
ATXN1,PTEN,0,COAD
FUT6,PTEN,0,COAD
MUS81,OR2T4,0,COAD
BLM,WNK1,0,COAD
AOX2P,KRAS,0,COAD
PTEN,TTC12,0,COAD
OR7A5,PTTG1,0,COAD
HHIPL1,MUS81,0,COAD
PLEKHB2,PTEN,0,COAD
ARID3A,TERF2,0,COAD
CERKL,KRAS,0,COAD
KRAS,MTPAP,0,COAD
BLM,JPH3,0,COAD
NCKIPSD,PTTG1,0,COAD
BLM,FAM118A,0,COAD
KRAS,RPS6,0,COAD
CNGB3,MUS81,0,COAD
MUS81,PNLIP,0,COAD
EIF3F,PTEN,0,COAD
IFNA13,PTTG1,0,COAD
CBX6,PTTG1,0,COAD
BLM,MYO1B,0,COAD
KRAS,ZNF417,0,COAD
KIF13B,KRAS,0,COAD
KRAS,LRDD,0,COAD
ACE2,BLM,0,COAD
COPS8,PTEN,0,COAD
PTTG1,ZNF787,0,COAD
ATF7IP,DPF2,0,COAD
CASP8AP2,KRAS,0,COAD
ACOX1,PTEN,0,COAD
AIMP1,KRAS,0,COAD
DDAH2,PTTG1,0,COAD
C7orf36,PTTG1,0,COAD
BLM,PSG3,0,COAD
KRAS,OR52N2,0,COAD
KRAS,TAF15,0,COAD
BOP1,PTTG1,0,COAD
BLM,KLK1,0,COAD
MUS81,RBCK1,0,COAD
HTR3E,MUS81,0,COAD
EVI2B,KRAS,0,COAD
CNN3,MUS81,0,COAD
PTTG1,SCYL2,0,COAD
FBXO11,RUVBL1,0,COAD
DPF2,TCF20,0,COAD
KRAS,LRRK1,0,COAD
CD248,MUS81,0,COAD
C2orf43,PTTG1,0,COAD
PTEN,TMED2,0,COAD
GNAQ,PTTG1,0,COAD
MYL9,PTTG1,0,COAD
MYO1E,PTEN,0,COAD
BLM,NLRX1,0,COAD
FBLN5,PTEN,0,COAD
CXorf48,MUS81,0,COAD
BLM,KIAA1199,0,COAD
GJA4,PTTG1,0,COAD
NCF4,PTEN,0,COAD
ALKBH8,BLM,0,COAD
KRAS,SLC45A2,0,COAD
ATP6V0E1,MUS81,0,COAD
PTEN,ZNF337,0,COAD
GML,MUS81,0,COAD
KRAS,MOSC2,0,COAD
ERCC2,KRAS,0,COAD
PTTG1,TF,0,COAD
DMXL2,PTTG1,0,COAD
KRAS,SAR1A,0,COAD
NRBP1,PTTG1,0,COAD
KRAS,ZNF408,0,COAD
DIP2A,PTTG1,0,COAD
NALCN,PTTG1,0,COAD
CCDC75,KRAS,0,COAD
ATF7IP2,RUVBL1,0,COAD
PTTG1,SLC17A2,0,COAD
PTTG1,RTTN,0,COAD
MUS81,RUNX2,0,COAD
NOP56,PTEN,0,COAD
